Entry,Entry name,geneid,genename
Q9D1N4,MYMK_MOUSE,66139;,Mymk
Q5SYD0,MYO1D_MOUSE,338367;,Myo1d
E9Q634,MYO1E_MOUSE,71602;,Myo1e
P70248,MYO1F_MOUSE,,Myo1f
Q5SUA5,MYO1G_MOUSE,246177;,Myo1g
P97479,MYO7A_MOUSE,17921;,Myo7a
Q9QY06,MYO9B_MOUSE,,Myo9b
Q62234,MYOM1_MOUSE,17929;,Myom1
P60202,MYPR_MOUSE,18823;,Plp1
Q8BUR9,MZT1_MOUSE,76789;,Mzt1
Q61127,NAB2_MOUSE,17937;,Nab2
S4R2P9,NAC3_MOUSE,110893;,Slc8a3
P70402,MYBPH_MOUSE,53311;,Mybph
Q9EQS3,MYCBP_MOUSE,56309;,Mycbp
Q3UWS6,MYCOS_MOUSE,100038657;,Myocos
P01108,MYC_MOUSE,17869;,Myc
Q61879,MYH10_MOUSE,77579;,Myh10
O08638,MYH11_MOUSE,,Myh11
Q5SX40,MYH1_MOUSE,17879;,Myh1
P09542,MYL3_MOUSE,17897;,Myl3
Q99MZ6,MYO7B_MOUSE,17922;,Myo7b
Q69ZN7,MYOF_MOUSE,226101;,Myof
Q8R4U1,MYPOP_MOUSE,232934;,Mypop
Q8CES0,NAA30_MOUSE,70646;,Naa30
Q8VE10,NAA40_MOUSE,70999;,Naa40
Q6B966,NAL14_MOUSE,76858;,Nlrp14
Q8C6J9,NAL4B_MOUSE,210045;,Nlrp4b
Q99KQ4,NAMPT_MOUSE,59027;,Nampt
P60324,NANO3_MOUSE,244551;,Nanos3
Q9CPT3,NANP_MOUSE,67311;,Nanp
Q9R207,NBN_MOUSE,27354;,Nbn
Q09014,NCF1_MOUSE,17969;,Ncf1
O70145,NCF2_MOUSE,17970;,Ncf2
P70232,NCHL1_MOUSE,12661;,Chl1
Q99M51,NCK1_MOUSE,17973;,Nck1
Q99MH5,NDK5_MOUSE,75533;,Nme5
A2AI05,NDOR1_MOUSE,78797;,Ndor1
Q8BTG7,NDRG4_MOUSE,234593;,Ndrg4
Q9EQW8,NDST4_MOUSE,64580;,Ndst4
Q9DCS9,NDUBA_MOUSE,68342;,Ndufb10
A2AIL4,NDUF6_MOUSE,76947;,Ndufaf6
Q9CXZ1,NDUS4_MOUSE,17993;,Ndufs4
Q6R891,NEB2_MOUSE,217124;,Ppp1r9b
Q9D1J1,NECP2_MOUSE,66147;,Necap2
P46935,NEDD4_MOUSE,17999;,Nedd4
Q80Z24,NEGR1_MOUSE,320840;,Negr1
O35942,NEK2_MOUSE,18005;,Nek2
Q9R0A5,NEK3_MOUSE,23954;,Nek3
Q9Z1J2,NEK4_MOUSE,23955;,Nek4
Q7TSC3,NEK5_MOUSE,330721;,Nek5
Q9ES74,NEK7_MOUSE,59125;,Nek7
Q91ZR4,NEK8_MOUSE,140859;,Nek8
Q8K1R7,NEK9_MOUSE,217718;,Nek9
Q6URW6,MYH14_MOUSE,71960;,Myh14
P13542,MYH8_MOUSE,17885;,Myh8
P05977,MYL1_MOUSE,17901;,Myl1
Q91X91,NADC_MOUSE,67375;,Qprt
Q3UMQ8,NAF1_MOUSE,234344;,Naf1
Q8BJ48,NAGPA_MOUSE,27426;,Nagpa
Q8CCN1,NAL10_MOUSE,244202;,Nlrp10
Q3TKR3,NAL4C_MOUSE,83564;,Nlrp4c
Q8CH77,NAV1_MOUSE,215690;,Nav1
Q9EPN1,NBEA_MOUSE,26422;,Nbea
P55066,NCAN_MOUSE,13004;,Ncan
Q9CQ49,NCBP2_MOUSE,68092;,Ncbp2
Q9Z0E0,NCDN_MOUSE,26562;,Ncdn
Q8CGQ8,NCKX4_MOUSE,238384;,Slc24a4
Q61026,NCOA2_MOUSE,17978;,Ncoa2
Q9JL19,NCOA6_MOUSE,,Ncoa6
Q8BNY6,NCS1_MOUSE,14299;,Ncs1
Q62414,NDF2_MOUSE,18013;,Neurod2
P15532,NDKA_MOUSE,18102;,Nme1
Q9QYG0,NDRG2_MOUSE,29811;,Ndrg2
Q8C854,MYEF2_MOUSE,17876;,Myef2
P24699,MYF5_MOUSE,17877;,Myf5
P04247,MYG_MOUSE,17189;,Mb
A2AQP0,MYH7B_MOUSE,668940;,Myh7b
Q91Z83,MYH7_MOUSE,140781;,Myh7
Q2Q5T5,MYMX_MOUSE,653016;,Mymx
F8VQB6,MYO10_MOUSE,17909;,Myo10
Q9QZZ4,MYO15_MOUSE,17910;,Myo15a
O88329,MYO1A_MOUSE,432516;,Myo1a
Q9D6A1,MYO1H_MOUSE,,Myo1h
P21271,MYO5B_MOUSE,,Myo5b
P12979,MYOG_MOUSE,17928;,Myog
P27573,MYP0_MOUSE,17528;,Mpz
Q9CQ25,MZT2_MOUSE,72083;,Mzt2
Q8JZS6,N42L2_MOUSE,381695;,N4bp2l2
Q9QY36,NAA10_MOUSE,56292;,Naa10
Q8BWZ3,NAA25_MOUSE,231713;,Naa25
Q61122,NAB1_MOUSE,17936;,Nab1
P70670,NACAM_MOUSE,17938;,Naca
P58058,NADK_MOUSE,192185;,Nadk
Q9QZ08,NAGK_MOUSE,56174;,Nagk
P60322,NANO2_MOUSE,378430;,Nanos2
Q9R123,NAT6_MOUSE,56441;,Nat6
Q3UGX3,NAT8L_MOUSE,269642;,Nat8l
Q9JIY7,NAT8_MOUSE,68396;,Nat8
Q9DB73,NB5R1_MOUSE,72017;,Cyb5r1
Q3TDX8,NB5R4_MOUSE,266690;,Cyb5r4
Q6GQX2,NCK5L_MOUSE,380969;,Nckap5l
P70365,NCOA1_MOUSE,17977;,Ncoa1
Q91W39,NCOA5_MOUSE,228869;,Ncoa5
Q9CZA6,NDE1_MOUSE,67203;,Nde1
Q9ERR1,NDEL1_MOUSE,83431;,Ndel1
O09105,NDF4_MOUSE,11923;,Neurod4
P97500,MYT1L_MOUSE,17933;,Myt1l
Q6A037,N4BP1_MOUSE,80750;,N4bp1
Q8C7U1,N4BP3_MOUSE,212706;,N4bp3
P61600,NAA20_MOUSE,67877;,Naa20
Q6PHQ8,NAA35_MOUSE,78689;,Naa35
Q6PGB6,NAA50_MOUSE,72117;,Naa50
Q8K596,NAC2_MOUSE,110891;,Slc8a2
Q60935,NAR1_MOUSE,11870;,Art1
P70352,NAR5_MOUSE,11875;,Art5
Q7TMW6,NARFL_MOUSE,67563;,Narfl
Q3KNK3,NB5R2_MOUSE,320635;,Cyb5r2
Q9DCN2,NB5R3_MOUSE,109754;,Cyb5r3
Q6ZQA0,NBEL2_MOUSE,,Nbeal2
Q61477,NBL1_MOUSE,17965;,Nbl1
Q91WV0,NC2B_MOUSE,13486;,Dr1
Q8VCM8,NCLN_MOUSE,103425;,Ncln
Q925Q3,NCLX_MOUSE,170756;,Slc8b1
Q9CQY9,NDUC1_MOUSE,66377;,Ndufc1
Q9CWG8,NDUF7_MOUSE,73694;,Ndufaf7
Q9DCT2,NDUS3_MOUSE,68349;,Ndufs3
Q8CJC5,NEUL3_MOUSE,214854;,Neurl3
Q9JMH3,NEUR2_MOUSE,23956;,Neu2
Q9JMH7,NEUR3_MOUSE,50877;,Neu3
O09130,NF2IP_MOUSE,18020;,Nfatc2ip
O88942,NFAC1_MOUSE,,Nfatc1
Q60591,NFAC2_MOUSE,18019;,Nfatc2
Q8R0W6,NFIP1_MOUSE,65113;,Ndfip1
P11672,NGAL_MOUSE,16819;,Lcn2
O08692,NGP_MOUSE,18054;,Ngp
Q8C5W4,MOR2B_MOUSE,240069;,Morc2b
Q8BMD7,MORC4_MOUSE,75746;,Morc4
P48967,MPIP3_MOUSE,12532;,Cdc25c
Q924M7,MPI_MOUSE,110119;,Mpi
Q9JLB0,MPP6_MOUSE,56524;,Mpp6
A6H5Y1,MPP9_MOUSE,269702;,Mphosph9
Q91WW4,MRGA2_MOUSE,235712;668727;,Mrgpra2
Q91ZC6,MRGA6_MOUSE,381886;,Mrgpra6
Q3KNA1,MRGB2_MOUSE,243979;,Mrgprb2
Q91ZB9,MRGB5_MOUSE,404239;,Mrgprb5
Q7TN51,MRGB8_MOUSE,404240;,Mrgprb8
Q9DAT2,MRGBP_MOUSE,73247;,Mrgbp
Q99J25,MRM1_MOUSE,217038;,Mrm1
Q9CPY0,MRM2_MOUSE,68017;,Mrm2
Q5ND52,MRM3_MOUSE,67390;,Mrm3
A2AVR2,MROH7_MOUSE,381538;,Mroh7
Q9R1S7,MRP6_MOUSE,27421;,Abcc6
P43247,MSH2_MOUSE,17685;,Msh2
Q8BGG6,MSPD3_MOUSE,68929;,Mospd3
Q9D6Y7,MSRA_MOUSE,110265;,Msra
Q03358,MSX2_MOUSE,17702;,Msx2
Q4VA55,MUML1_MOUSE,245631;,Mum1l1
P04938,MUP11_MOUSE,100039028;100048884;,Mup11
Q5FW60,MUP20_MOUSE,381530;,Mup20
Q8VEM8,MPCP_MOUSE,18674;,Slc25a3
O88910,MPP3_MOUSE,,Mpp3
Q91ZG2,MPPD1_MOUSE,223726;,Mpped1
Q61830,MRC1_MOUSE,17533;,Mrc1
Q3UU96,MRCKA_MOUSE,226751;,Cdc42bpa
Q91WW3,MRGA3_MOUSE,233222;,Mrgpra3
Q91ZC7,MRGA5_MOUSE,404235;,Mrgpra5
Q91ZC5,MRGA7_MOUSE,404236;,Mrgpra7
Q91ZC1,MRGB3_MOUSE,404238;,Mrgprb3
Q8R4P9,MRP7_MOUSE,224814;,Abcc10
Q9WVG9,MS3L1_MOUSE,17692;,Msl3
Q91YU3,MSD4_MOUSE,78100;,Msantd4
Q8BLU2,MT21C_MOUSE,433294;,Mettl21c
Q8CDZ2,MT21E_MOUSE,403183;,Mettl21e
P02798,MT2_MOUSE,17750;,Mt2
Q8R3J4,MTEF3_MOUSE,66410;,Mterf3
O54972,MTG16_MOUSE,12398;,Cbfa2t3
Q6ZPE2,MTMR5_MOUSE,77980;,Sbf1
Q8VE11,MTMR6_MOUSE,219135;,Mtmr6
Q7TPM9,MTMRA_MOUSE,233315;,Mtmr10
Q923Z3,MTO1_MOUSE,68291;,Mto1
P09541,MYL4_MOUSE,,Myl4
Q8BM54,MYLIP_MOUSE,218203;,Mylip
Q8VCR8,MYLK2_MOUSE,228785;,Mylk2
Q3UIZ8,MYLK3_MOUSE,213435;,Mylk3
P10085,MYOD1_MOUSE,17927;,Myod1
Q69ZQ1,MYORG_MOUSE,329828;,Myorg
P24526,MYP2_MOUSE,18857;,Pmp2
Q5XKE0,MYPC2_MOUSE,233199;,Mybpc2
Q9DBR7,MYPT1_MOUSE,17931;,Ppp1r12a
Q3V2Q8,N42L1_MOUSE,100637;,N4bp2l1
Q9DBB4,NAA16_MOUSE,66897;,Naa16
Q711T7,NADE_MOUSE,78914;,Nadsyn1
Q8BVG8,NAT14_MOUSE,269854;,Nat14
E0CYC6,NAT8B_MOUSE,,Nat8b-ps
Q80TN7,NAV3_MOUSE,260315;,Nav3
B1AS42,NB5R5_MOUSE,230582;,Cyb5rl
Q91X97,NCALD_MOUSE,52589;,Ncald
Q9ERS2,NDUAD_MOUSE,67184;,Ndufa13
Q9CPU2,NDUB2_MOUSE,68198;,Ndufb2
Q3UIU2,NDUB6_MOUSE,230075;,Ndufb6
Q59J78,NDUF2_MOUSE,75597;,Ndufaf2
Q5SSH8,NEUFC_MOUSE,192986;,Cyb5d2
Q9D0S4,NEUL2_MOUSE,,Neurl2
Q04690,NF1_MOUSE,18015;,Nf1
P00536,MOS_MOUSE,,Mos
Q3U9N9,MOT10_MOUSE,72472;,Slc16a10
Q8CE94,MOT13_MOUSE,69309;,Slc16a13
Q8K1C7,MOT14_MOUSE,71781;,Slc16a14
Q91ZC0,MRGB4_MOUSE,233230;,Mrgprb4
Q99MT8,MRGRH_MOUSE,80978;,Mrgprh
Q8CIP3,MRGX1_MOUSE,404242;,Mrgprx1
O35379,MRP1_MOUSE,17250;,Abcc1
B2RX12,MRP3_MOUSE,76408;,Abcc3
Q9R1X5,MRP5_MOUSE,27416;,Abcc5
Q5NCE8,MRS2_MOUSE,380836;,Mrs2
Q9D0I8,MRT4_MOUSE,69902;,Mrto4
Q9WUX5,MRVI1_MOUSE,17540;,Mrvi1
A2AQ14,MS18B_MOUSE,70645;,Oip5
Q9CR78,MSD3_MOUSE,66665;,Msantd3
Q8VEL0,MSPD1_MOUSE,70380;,Mospd1
Q9JLC3,MSRB1_MOUSE,27361;,Msrb1
Q78J03,MSRB2_MOUSE,76467;,Msrb2
Q9CRB8,MTFP1_MOUSE,67900;,Mtfp1
Q99MB2,MTFR1_MOUSE,67472;,Mtfr1
Q8VED8,MTFR2_MOUSE,71804;,Mtfr2
Q8R2R6,MTG1_MOUSE,212508;,Mtg1
Q8VEL2,MTMRE_MOUSE,97287;,Mtmr14
P62774,MTPN_MOUSE,14489;,Mtpn
Q61184,MTR1A_MOUSE,17773;,Mtnr1a
O88495,MTR1L_MOUSE,14765;,Gpr50
P28665,MUG1_MOUSE,17836;,Mug1
Q9WVQ5,MTNB_MOUSE,56369;,Apip
O08601,MTP_MOUSE,17777;,Mttp
Q8CIQ6,MTR1B_MOUSE,,Mtnr1b
Q9DAT5,MTU1_MOUSE,72026;,Trmu
Q8CGA4,MTURN_MOUSE,68235;,Mturn
Q5HZI1,MTUS1_MOUSE,102103;,Mtus1
Q3UHD3,MTUS2_MOUSE,77521;,Mtus2
Q02496,MUC1_MOUSE,17829;,Muc1
Q8BUE7,MUC20_MOUSE,224116;,Muc20
Q9R0L9,MUC24_MOUSE,53599;,Cd164
Q80Z19,MUC2_MOUSE,,Muc2
Q8JZM8,MUC4_MOUSE,,Muc4
Q91ZJ0,MUS81_MOUSE,71711;,Mus81
Q3UHX0,NOL8_MOUSE,70930;,Nol8
Q9CPT5,NOP16_MOUSE,28126;,Nop16
Q8BK35,NOP53_MOUSE,68077;,Nop53
Q9D6Z1,NOP56_MOUSE,67134;,Nop56
Q61041,NPY4R_MOUSE,19065;,Npy4r
P57774,NPY_MOUSE,109648;,Npy
Q9JI75,NQO2_MOUSE,18105;,Nqo2
Q14AW5,NSUN7_MOUSE,70918;,Nsun7
Q9JM14,NT5C_MOUSE,50773;,Nt5c
Q64311,NTAN1_MOUSE,18203;,Ntan1
Q80WB5,NTAQ1_MOUSE,76773;,Wdyhv1
P70172,NTCP2_MOUSE,20494;,Slc10a2
Q5PT54,NTCP5_MOUSE,241877;,Slc10a5
O88319,NTR1_MOUSE,18216;,Ntsr1
Q8BH74,NU107_MOUSE,103468;,Nup107
Q9Z0W3,NU160_MOUSE,59015;,Nup160
Q6ZQH8,NU188_MOUSE,227699;,Nup188
P03903,NU4LM_MOUSE,17720;,Mtnd4l
P03911,NU4M_MOUSE,17719;,Mtnd4
Q8BZN4,NUAK2_MOUSE,74137;,Nuak2
Q9R060,NUBP1_MOUSE,26425;,Nubp1
Q80XU3,NUCKS_MOUSE,98415;,Nucks1
Q9D142,NUD14_MOUSE,66174;,Nudt14
Q6P3D0,NUD16_MOUSE,75686;,Nudt16
Q9JKX6,NUDT5_MOUSE,53893;,Nudt5
O08919,NUMBL_MOUSE,18223;,Numbl
Q9QZS3,NUMB_MOUSE,18222;,Numb
Q8R4H7,NAGS_MOUSE,217214;,Nags
Q6PFD7,NAIF1_MOUSE,71254;,Naif1
Q8C5H8,NAKD2_MOUSE,68646;,Nadk2
Q8BU40,NAL4A_MOUSE,243880;,Nlrp4a
Q66X19,NAL4E_MOUSE,446099;,Nlrp4e
Q9R1M5,NALP5_MOUSE,23968;,Nlrp5
O09043,NAPSA_MOUSE,16541;,Napsa
P17981,NAR2A_MOUSE,11871;,Art2a
Q3UG98,NAT9_MOUSE,66176;,Nat9
Q9DBW3,NATD1_MOUSE,24083;,Natd1
Q99JS0,NCMAP_MOUSE,230822;,Ncmap
Q9WU42,NCOR2_MOUSE,20602;,Ncor2
Q6PIJ4,NFRKB_MOUSE,235134;,Nfrkb
B1AY10,NFX1_MOUSE,74164;,Nfx1
P63139,NFYB_MOUSE,18045;,Nfyb
P70661,NGN3_MOUSE,11925;,Neurog3
Q8BHI9,NIM1_MOUSE,245269;,Nim1k
Q8BMW7,NIPA3_MOUSE,70701;,Nipal1
Q8BZF2,NIPA4_MOUSE,214112;,Nipal4
Q9CYI0,NJMU_MOUSE,70591;,
Q99MH6,NKD1_MOUSE,93960;,Nkd1
Q99PA5,NKG7_MOUSE,,Nkg7
P42580,NKX12_MOUSE,20231;,Nkx1-2
A1Z198,NL1B2_MOUSE,637515;,Nlrp1b
Q66X03,NLR9A_MOUSE,233001;,Nlrp9a
Q66X01,NLR9C_MOUSE,330490;,Nlrp9c
P97432,NBR1_MOUSE,17966;,Nbr1
Q9D6N5,NC2A_MOUSE,66556;,Drap1
O55033,NCK2_MOUSE,17974;,Nck2
Q8K1X4,NCKPL_MOUSE,105855;,Nckap1l
Q99PD7,NCKX3_MOUSE,,Slc24a3
Q8C261,NCKX5_MOUSE,317750;,Slc24a5
Q8VCB1,NDC1_MOUSE,72787;,Ndc1
Q9D0F1,NDC80_MOUSE,67052;,Ndc80
P48986,NDF6_MOUSE,11922;,Neurod6
Q9WV85,NDK3_MOUSE,79059;,Nme3
Q01768,NDKB_MOUSE,18103;,Nme2
Q9WV84,NDKM_MOUSE,56520;,Nme4
Q8C119,NDNF_MOUSE,68169;,Ndnf
Q3UHN9,NDST1_MOUSE,15531;,Ndst1
Q9EQH7,NDST3_MOUSE,83398;,Ndst3
Q62425,NDUA4_MOUSE,17992;,Ndufa4
Q9CPP6,NDUA5_MOUSE,68202;,Ndufa5
Q9DCJ5,NDUA8_MOUSE,68375;,Ndufa8
Q7TMF3,NDUAC_MOUSE,66414;,Ndufa12
P0DN34,NDUB1_MOUSE,,Ndufb1
Q91WD5,NDUS2_MOUSE,226646;,Ndufs2
Q99LY9,NDUS5_MOUSE,595136;,Ndufs5
Q9DC70,NDUS7_MOUSE,75406;,Ndufs7
Q8K3J1,NDUS8_MOUSE,225887;,Ndufs8
Q91YT0,NDUV1_MOUSE,17995;,Ndufv1
P63239,NEC1_MOUSE,18548;,Pcsk1
Q8C0Q4,NEK11_MOUSE,208583;,Nek11
Q8BG30,NELFA_MOUSE,24116;,Nelfa
Q2VWQ2,NELL1_MOUSE,338352;,Nell1
Q8CB65,NEMP2_MOUSE,227094;,Nemp2
Q9CQ45,NENF_MOUSE,66208;,Nenf
Q3UJ81,NEPR1_MOUSE,382030;,Cnep1r1
Q8R2U2,NEPRO_MOUSE,212547;,Nepro
Q9WV30,NFAT5_MOUSE,54446;,Nfat5
P19246,NFH_MOUSE,380684;,Nefh
Q02780,NFIA_MOUSE,18027;,Nfia
P25799,NFKB1_MOUSE,18033;,Nfkb1
P08551,NFL_MOUSE,18039;,Nefl
Q99KS2,NGRN_MOUSE,83485;,Ngrn
Q9D0T1,NH2L1_MOUSE,100862468;20826;,Snu13
Q3KNJ2,NHEJ1_MOUSE,75570;,Nhej1
Q3UP44,NHLC4_MOUSE,621239;,Nhlrc4
B1AXH1,NHSL2_MOUSE,100042480;,Nhsl2
Q9EQ80,NIF3L_MOUSE,65102;,Nif3l1
P97334,NKX23_MOUSE,18089;,Nkx2-3
P43688,NKX26_MOUSE,18092;,Nkx2-6
O54949,NLK_MOUSE,18099;,Nlk
Q2LKU9,NLR1A_MOUSE,195046;,Nlrp1a
C3VPR6,NLRC5_MOUSE,434341;,Nlrc5
Q8BNJ3,NMNA2_MOUSE,226518;,Nmnat2
O55239,NNMT_MOUSE,18113;,Nnmt
Q8K4Z3,NNRE_MOUSE,246703;,Naxe
Q61941,NNTM_MOUSE,,Nnt
P43021,NODAL_MOUSE,18119;,Nodal
Q9D1X0,NOL3_MOUSE,78688;,Nol3
Q3UFM5,NOM1_MOUSE,433864;,Nom1
Q6GQT9,NOMO1_MOUSE,211548;,Nomo1
Q6DFW4,NOP58_MOUSE,55989;,Nop58
Q8BMC4,NOP9_MOUSE,67842;,Nop9
Q9D6T0,NOSIP_MOUSE,66394;,Nosip
Q6WKZ7,NOSTN_MOUSE,329416;,Nostrin
Q61982,NOTC3_MOUSE,18131;,Notch3
P31695,NOTC4_MOUSE,18132;,Notch4
O70340,NPTX2_MOUSE,53324;,Nptx2
Q64669,NQO1_MOUSE,18104;,Nqo1
Q60674,NR1D2_MOUSE,353187;,Nr1d2
Q60644,NR1H2_MOUSE,22260;,Nr1h2
P54846,NRL_MOUSE,18185;,Nrl
Q9JJY3,NSMA2_MOUSE,58994;,Smpd3
Q99NF2,NSMF_MOUSE,56876;,Nsmf
Q3UEZ8,NTCP4_MOUSE,231290;,Slc10a4
Q5PT53,NTCP7_MOUSE,76775;,Slc10a7
O08705,NTCP_MOUSE,20493;,Slc10a1
P20181,NTF3_MOUSE,18205;,Ntf3
Q80VU4,NTF4_MOUSE,78405;,Ntf4
O35980,NTH_MOUSE,18207;,Nthl1
Q9CQA9,NTPCR_MOUSE,66566;,Ntpcr
P03888,NU1M_MOUSE,17716;3338902;,Mtnd1
Q8CIZ9,NOX1_MOUSE,237038;,Nox1
Q78ZA7,NP1L4_MOUSE,17955;,Nap1l4
Q91WC7,NPAL2_MOUSE,223473;,Nipal2
Q8BGN5,NPAL3_MOUSE,74552;,Nipal3
Q9QY53,NPHP1_MOUSE,53885;,Nphp1
Q91V88,NPNT_MOUSE,114249;,Npnt
P0C0P8,NPS_MOUSE,100043254;,Nps
Q62443,NPTX1_MOUSE,18164;,Nptx1
O35627,NR1I3_MOUSE,12355;,Nr1i3
Q3TV70,NR2CA_MOUSE,75692;,Nr2c2ap
Q91V36,NRBP2_MOUSE,223649;,Nrbp2
P46460,NSF_MOUSE,18195;,Nsf
Q62092,NSG1_MOUSE,18196;,Nsg1
P47759,NSG2_MOUSE,18197;,Nsg2
Q8K4F6,NSUN5_MOUSE,100609;,Nsun5
Q7TS68,NSUN6_MOUSE,74455;,Nsun6
Q8C5P5,NT5D1_MOUSE,319638;,Nt5dc1
P03893,NU2M_MOUSE,17717;,Mtnd2
Q641K5,NUAK1_MOUSE,77976;,Nuak1
Q9CWD8,NUBPL_MOUSE,76826;,Nubpl
P0C028,NUD11_MOUSE,102954;58242;,Nudt11
Q8BVU5,NUDT9_MOUSE,74167;,Nudt9
Q8CEC0,NUP88_MOUSE,19069;,Nup88
Q6PFD9,NUP98_MOUSE,269966;,Nup98
Q9ERH4,NUSAP_MOUSE,108907;,Nusap1
Q61199,NXPH2_MOUSE,18232;,Nxph2
Q5DTZ0,NYNRI_MOUSE,277154;,Nynrin
Q8VES2,O1102_MOUSE,228228;,Olfr1102
Q924S2,OAS1C_MOUSE,114643;,Oas1c
Q9EQM3,NKX24_MOUSE,228731;,Nkx2-4
O35309,NMI_MOUSE,64685;,Nmi
Q9EPA7,NMNA1_MOUSE,66454;,Nmnat1
Q8VIH1,NOBOX_MOUSE,18291;,Nobox
Q8VI84,NOC3L_MOUSE,57753;,Noc3l
Q8BHB0,NOD1_MOUSE,107607;,Nod1
Q8R5K4,NOL6_MOUSE,230082;,Nol6
Q06219,NR4A2_MOUSE,18227;,Nr4a2
P45448,NR5A2_MOUSE,26424;,Nr5a2
Q64249,NR6A1_MOUSE,14536;,Nr6a1
Q8BNX7,NRAC_MOUSE,319942;,Nrac
P41251,NRAM1_MOUSE,18173;,Slc11a1
Q99J45,NRBP_MOUSE,192292;,Nrbp1
Q8BHG1,NRDC_MOUSE,230598;,Nrdc
Q07475,NREP_MOUSE,27528;,Nrep
Q9WU00,NRF1_MOUSE,18181;,Nrf1
P56974,NRG2_MOUSE,,Nrg2
Q9JJR9,NRIP3_MOUSE,78593;,Nrip3
Q8VC65,NRM_MOUSE,106582;,Nrm
Q8C4W3,NRN1L_MOUSE,234700;,Nrn1l
Q8CFV4,NRN1_MOUSE,68404;,Nrn1
O35375,NRP2_MOUSE,18187;,Nrp2
Q9JIH2,NUP50_MOUSE,18141;,Nup50
Q8CIC2,NUPL2_MOUSE,231042;,Nupl2
O35181,NRG3_MOUSE,18183;,Nrg3
Q9WTX4,NRG4_MOUSE,83961;,Nrg4
Q923B3,NRIF1_MOUSE,65020;,Nrif1
Q8CBD1,NRIP1_MOUSE,268903;,Nrip1
Q91W63,NRK1_MOUSE,225994;,Nmrk1
Q9R0G8,NRK_MOUSE,27206;,Nrk
P97799,NRSN1_MOUSE,22360;,Nrsn1
P0DI97,NRX1B_MOUSE,18189;,Nrxn1
Q6P9K9,NRX3A_MOUSE,18191;,Nrxn3
Q8C985,NRX3B_MOUSE,18191;,Nrxn3
Q91VT1,NSE2_MOUSE,68501;,Nsmce2
O70572,NSMA_MOUSE,20598;,Smpd2
O08600,NUCG_MOUSE,13804;,Endog
Q8BG93,NUD15_MOUSE,214254;,Nudt15
Q8BTS4,NUP54_MOUSE,269113;,Nup54
Q497P3,NUPR2_MOUSE,69034;,Nupr2
Q9DBY8,NVL_MOUSE,67459;,Nvl
Q8VI93,OAS3_MOUSE,246727;,Oas3
Q6VZZ7,OPN5_MOUSE,353344;,Opn5
P15409,OPSD_MOUSE,212541;,Rho
O35214,OPSX_MOUSE,20132;,Rrh
Q8K3K8,OPTN_MOUSE,71648;,Optn
Q1HFZ0,NSUN2_MOUSE,28114;,Nsun2
Q8CCT7,NSUN3_MOUSE,106338;,Nsun3
Q9CZ57,NSUN4_MOUSE,72181;,Nsun4
Q8VCE6,NT5M_MOUSE,103850;,Nt5m
B2RXM4,NTM1B_MOUSE,240879;,Mettl11b
P70310,NTR2_MOUSE,18217;,Ntsr2
P03899,NU3M_MOUSE,17718;3338896;,Mtnd3
P59235,NUP43_MOUSE,69912;,Nup43
O08608,OAZ2_MOUSE,18247;,Oaz2
Q64693,OBF1_MOUSE,18985;,Pou2af1
A2AEP0,OBP1B_MOUSE,628991;,Obp1b
Q8K1H9,OBP2A_MOUSE,227627;,Obp2a
Q9Z0L3,OC90_MOUSE,18256;,Oc90
P03925,NU6M_MOUSE,17722;,Mtnd6
Q99P69,NUF2_MOUSE,66977;,Nuf2
E9Q7G0,NUMA1_MOUSE,101706;,Numa1
Q8R4R6,NUP35_MOUSE,69482;,Nup35
Q63850,NUP62_MOUSE,18226;,Nup62
Q8R480,NUP85_MOUSE,445007;,Nup85
Q8BJ71,NUP93_MOUSE,71805;,Nup93
Q9WTK0,NUPR1_MOUSE,56312;,Nupr1
Q9D3S5,NXRD1_MOUSE,71275;,Noxred1
Q8VFV4,O1440_MOUSE,258679;,Olfr1440
Q8VHI3,OFUT2_MOUSE,80294;,Pofut2
Q3U0K8,OGFD1_MOUSE,270086;,Ogfod1
Q60878,OL140_MOUSE,57272;,Olfr140
Q60881,OL142_MOUSE,406186;,Olfr142
Q60887,OL148_MOUSE,258498;,Olfr148
Q60895,OL150_MOUSE,258602;,Olfr150
Q8VF65,OL470_MOUSE,258417;,Olfr470
Q8VG44,OL473_MOUSE,258771;,Olfr473
Q8VGI4,OL476_MOUSE,258926;,Olfr476
Q8VG04,OL478_MOUSE,258729;,Olfr478
Q8VFD0,OL486_MOUSE,258489;,Olfr486
Q8VFD2,OL490_MOUSE,258491;,Olfr490
Q8VFD1,OL492_MOUSE,258490;,Olfr492
Q8VG07,OL494_MOUSE,258732;,Olfr494
Q8VG08,OL497_MOUSE,258733;,Olfr497
Q8VG09,OL502_MOUSE,258734;,Olfr502
Q8VEY3,OL958_MOUSE,258327;,Olfr958
Q8VGI1,OLF1_MOUSE,258923;,Olfr1
Q8BK62,OLFL3_MOUSE,99543;,Olfml3
Q9EQW6,OLIG2_MOUSE,50913;,Olig2
Q505D7,OPA3_MOUSE,403187;,Opa3
Q8CH62,ORAV1_MOUSE,72284;,Oraov1
Q9Z1N2,ORC1_MOUSE,18392;,Orc1
Q60862,ORC2_MOUSE,18393;,Orc2
Q4FZG9,NUA4L_MOUSE,407790;,Ndufa4l2
Q02819,NUCB1_MOUSE,18220;,Nucb1
