Entry,Entry name,geneid,genename
E9Q4X5,E9Q4X5_MOUSE,67425;,Eps8l1
E9Q7Q0,E9Q7Q0_MOUSE,140474;,Muc4
A0A2I3BQD6,A0A2I3BQD6_MOUSE,,Olfr324
A0A0A6YXS5,A0A0A6YXS5_MOUSE,,Inpp4a
B0R0U1,B0R0U1_MOUSE,,Mettl8
F6W2T4,F6W2T4_MOUSE,,Cfb
F7BM53,F7BM53_MOUSE,,Ciz1
A0A1B0GS75,A0A1B0GS75_MOUSE,,Ifitm6
F6R1R9,F6R1R9_MOUSE,,Ddx51
E0CXL2,E0CXL2_MOUSE,,Ccdc103
G3UXI3,G3UXI3_MOUSE,,Dtnb
L7N248,L7N248_MOUSE,,Gm6871
A0A0J9YU28,A0A0J9YU28_MOUSE,,Zeb2
A0A0J9YV95,A0A0J9YV95_MOUSE,,Eln
A0A0N4SUI6,A0A0N4SUI6_MOUSE,,Eno2
A0A171EBL1,A0A171EBL1_MOUSE,,Crebzf
A0A1D5RMF1,A0A1D5RMF1_MOUSE,,Map1s
A0A0U1RPI6,A0A0U1RPI6_MOUSE,,Trpm1
A0A140LHZ9,A0A140LHZ9_MOUSE,,Nrg1
A0A1L1SU40,A0A1L1SU40_MOUSE,,Slc44a2
A0A0N4SV93,A0A0N4SV93_MOUSE,,Nod1
A0A140LI33,A0A140LI33_MOUSE,,Prmt1
A0A1D5RLF1,A0A1D5RLF1_MOUSE,,Reep1
A0A1Y7VJH1,A0A1Y7VJH1_MOUSE,,Scamp4
A0A1Y7VN85,A0A1Y7VN85_MOUSE,18217;,Ntsr2
A0A1Y7VJH5,A0A1Y7VJH5_MOUSE,,Gm10436
A0A1Y7VM87,A0A1Y7VM87_MOUSE,,Zmynd11
A0A1W2P762,A0A1W2P762_MOUSE,,Slc1a6
Z4YLN8,Z4YLN8_MOUSE,,Ccdc88a
A2AIV6,A2AIV6_MOUSE,227644;,Snapc4
F6ZAU1,F6ZAU1_MOUSE,,Pde9a
A0A1W2P7S2,A0A1W2P7S2_MOUSE,,Osr1
A0A286YDI8,A0A286YDI8_MOUSE,218811;,Sec24c
D6RI25,D6RI25_MOUSE,,Taf1c
A2A4K0,A2A4K0_MOUSE,28084;,Vps25
F6WZA2,F6WZA2_MOUSE,,Cfb
F6ZPB0,F6ZPB0_MOUSE,,Prickle4
L7N478,L7N478_MOUSE,667069;,Vmn2r6
A0A1B0GSX4,A0A1B0GSX4_MOUSE,,Arhgef7
D3Z5P9,D3Z5P9_MOUSE,,Zfp629
E0CX85,E0CX85_MOUSE,,Vps51
A0A286YCY3,A0A286YCY3_MOUSE,,Kif20b
A0A286YE49,A0A286YE49_MOUSE,,
A2ASB1,A2ASB1_MOUSE,,Blvra
F6W646,F6W646_MOUSE,,Dennd4b
F6Y6H7,F6Y6H7_MOUSE,,Ythdf2
A0A0A6YY06,A0A0A6YY06_MOUSE,,Sema3f
A0A1B0GSI2,A0A1B0GSI2_MOUSE,,1700018G05Rik
F7D926,F7D926_MOUSE,,Wfs1
F6QFL0,F6QFL0_MOUSE,,Chchd3
L7N1Z6,L7N1Z6_MOUSE,,Gm3402
G3UWX2,G3UWX2_MOUSE,,Cog4
E9Q4M7,E9Q4M7_MOUSE,,Egfl7
E9Q8Q4,E9Q8Q4_MOUSE,,Ncoa4
G3UYC5,G3UYC5_MOUSE,,Chek1
E0CYL6,E0CYL6_MOUSE,,Psma3
E0CX51,E0CX51_MOUSE,,Simc1
F6RJK8,F6RJK8_MOUSE,,Donson
D3YZ55,D3YZ55_MOUSE,,Fam53a
D3YZP6,D3YZP6_MOUSE,,Atg4b
D3Z2T9,D3Z2T9_MOUSE,,Cdk1
E0CZD9,E0CZD9_MOUSE,,Zfpl1
F8VQF8,F8VQF8_MOUSE,16716;,Ky
A2AUY3,A2AUY3_MOUSE,,Baz2b
F6YL37,F6YL37_MOUSE,,Gm10964
A0A0A6YXK0,A0A0A6YXK0_MOUSE,,Qrich1
A0A1B0GST8,A0A1B0GST8_MOUSE,,Arhgef4
E9PXD2,E9PXD2_MOUSE,50768;,Dlc1
V9GXM7,V9GXM7_MOUSE,,Mns1
H3BL54,H3BL54_MOUSE,,Bnc2
A0A0G2JF05,A0A0G2JF05_MOUSE,,Aph1a
E9Q711,E9Q711_MOUSE,435965;,Lrp3
E9QAE8,E9QAE8_MOUSE,14088;,Fancc
D3Z0D8,D3Z0D8_MOUSE,,Rrm2
K4DI71,K4DI71_MOUSE,,Gon4l
E9QJV4,E9QJV4_MOUSE,328110;,Prpf39
A0A0G2JGC4,A0A0G2JGC4_MOUSE,,Odf2l
A2A9I2,A2A9I2_MOUSE,230623;,Skint11
F6T1W4,F6T1W4_MOUSE,,Crlf1
E9QP44,E9QP44_MOUSE,212285;,Arap2
A0A087WQT0,A0A087WQT0_MOUSE,,Stk16
A0A087WPE2,A0A087WPE2_MOUSE,,Mthfs
D3Z053,D3Z053_MOUSE,,Ntn4
H3BKT7,H3BKT7_MOUSE,227682;,Trub2
A0A2I3BPB7,A0A2I3BPB7_MOUSE,,
D6RJ37,D6RJ37_MOUSE,,Tpd52
A2AEP6,A2AEP6_MOUSE,,Abca5
A2AQR3,A2AQR3_MOUSE,,Zfp64
F7DBB3,F7DBB3_MOUSE,,Ahnak2
A0A0A6YVP0,A0A0A6YVP0_MOUSE,,Ighg2b
A2AJ40,A2AJ40_MOUSE,,4930430A15Rik
A2AMJ1,A2AMJ1_MOUSE,,Lpar1
A2AMG5,A2AMG5_MOUSE,,Nbn
F7C5U2,F7C5U2_MOUSE,,Scarb1
Q5SUD5,Q5SUD5_MOUSE,,Sco1
E9Q638,E9Q638_MOUSE,,Adam9
E9Q9H3,E9Q9H3_MOUSE,,Dnajc2
D6RI87,D6RI87_MOUSE,,Ssb
L7N479,L7N479_MOUSE,,Tcrg-C3
A0A0A6YWA8,A0A0A6YWA8_MOUSE,,Ssr2
A0A0A0MQI5,A0A0A0MQI5_MOUSE,,Ttc39a
A0A1B0GSC1,A0A1B0GSC1_MOUSE,,Tacc1
D3YVC8,D3YVC8_MOUSE,,Rpusd3
E9PVT9,E9PVT9_MOUSE,,Por
E9PXQ7,E9PXQ7_MOUSE,18526;,Pcdh10
E9Q4T1,E9Q4T1_MOUSE,71085;,Arhgap19
E9Q5L8,E9Q5L8_MOUSE,435528;,Glyatl3
E9Q7M6,E9Q7M6_MOUSE,,Cdh23
G3UYR6,G3UYR6_MOUSE,,Ptprd
J9JI28,J9JI28_MOUSE,,Vwa3b
F6T2M1,F6T2M1_MOUSE,,Oc90
A0A087WR27,A0A087WR27_MOUSE,,Zfp932
A0A2I3BS11,A0A2I3BS11_MOUSE,,Tmem260
D3Z1V0,D3Z1V0_MOUSE,,Anxa9
H3BL46,H3BL46_MOUSE,,Homez
E0CZ80,E0CZ80_MOUSE,,Ttll11
D6RII8,D6RII8_MOUSE,,Atp11a
A2A5D6,A2A5D6_MOUSE,,Ghdc
F6QMB7,F6QMB7_MOUSE,,Man2a1
E9PY48,E9PY48_MOUSE,52683;,Ncaph2
F6RX99,F6RX99_MOUSE,,Mre11a
D6RCH2,D6RCH2_MOUSE,,Colgalt2
A0A087WPZ0,A0A087WPZ0_MOUSE,,Fbxl19
D3Z4J5,D3Z4J5_MOUSE,,Get4
D3YWD4,D3YWD4_MOUSE,,Fgf3
D3Z231,D3Z231_MOUSE,,Phldb2
D3Z6A6,D3Z6A6_MOUSE,,Gsta2
H3BK04,H3BK04_MOUSE,,Oxld1
D3Z675,D3Z675_MOUSE,,Apobec1
F6ZKZ3,F6ZKZ3_MOUSE,,Sqor
B1AQV9,B1AQV9_MOUSE,,Kansl1
B1AVY2,B1AVY2_MOUSE,,Gabra3
A0A0A6YWJ6,A0A0A6YWJ6_MOUSE,,Pnpla7
A0A1B0GR66,A0A1B0GR66_MOUSE,,Slc10a7
A0A1B0GSL6,A0A1B0GSL6_MOUSE,,Mmaa
A0A0A0MQH4,A0A0A0MQH4_MOUSE,,Hnf1b
B1AR44,B1AR44_MOUSE,,2810408A11Rik
D3YX95,D3YX95_MOUSE,,Mrps17
A0A0X1KG58,A0A0X1KG58_MOUSE,12478;,Cd19
E9PWU9,E9PWU9_MOUSE,,Ncoa4
E9Q6S2,E9Q6S2_MOUSE,,Olfr1458
E9QAX2,E9QAX2_MOUSE,360013;,Myo18a
A0A0G2JFU7,A0A0G2JFU7_MOUSE,,Sbno1
V9GXH6,V9GXH6_MOUSE,,Meaf6
A0A087WRT6,A0A087WRT6_MOUSE,,Slc45a3
D3Z0Z5,D3Z0Z5_MOUSE,,Diras1
A0A0J9YV32,A0A0J9YV32_MOUSE,,Gm43796
H3BKS2,H3BKS2_MOUSE,,Gm29394
S4R1B0,S4R1B0_MOUSE,,Arhgap12
A0A0G2JF71,A0A0G2JF71_MOUSE,,Metap1
A0A0N4SVV1,A0A0N4SVV1_MOUSE,,Golga1
A0A0J9YVB2,A0A0J9YVB2_MOUSE,,Klrg2
A0A0J9YVJ0,A0A0J9YVJ0_MOUSE,,Mgam
A0A1D5RMF3,A0A1D5RMF3_MOUSE,,Kifc3
A0A1Y7VMX8,A0A1Y7VMX8_MOUSE,,Cep72
A0A1W2P7U4,A0A1W2P7U4_MOUSE,,Tmem19
A0A140LIG8,A0A140LIG8_MOUSE,,Xrra1
A0A1D5RLI2,A0A1D5RLI2_MOUSE,,Cmtm2a
A0A1Y7VMS0,A0A1Y7VMS0_MOUSE,,Abcd4
A0A286YDG6,A0A286YDG6_MOUSE,,Aldh1a1
A0A286YD36,A0A286YD36_MOUSE,,Kcnma1
A0A1W2P8F0,A0A1W2P8F0_MOUSE,,Myl6
A0A286YDZ5,A0A286YDZ5_MOUSE,26385;,Grk6
A0A2I3BRH6,A0A2I3BRH6_MOUSE,,Gnpnat1
A0A1Y7VKP8,A0A1Y7VKP8_MOUSE,,Ndufs6
Z4YLK3,Z4YLK3_MOUSE,,Fbf1
Z4YN62,Z4YN62_MOUSE,,Atxn7l3
F6VKC7,F6VKC7_MOUSE,,Zfp988
A2A6U3,A2A6U3_MOUSE,53860;,Sept9
F6YBV1,F6YBV1_MOUSE,,Cnot3
F7CBJ9,F7CBJ9_MOUSE,,Ssh1
E9QMX7,E9QMX7_MOUSE,226652;,Arhgap30
A0A1B0GSZ4,A0A1B0GSZ4_MOUSE,,Gm4779
A0A1D5RLV8,A0A1D5RLV8_MOUSE,403174;,Msantd1
A0A140T8M9,A0A140T8M9_MOUSE,,Igkv1-122
A0A0J9YUX1,A0A0J9YUX1_MOUSE,,Fgfr3
A0A1L1SU87,A0A1L1SU87_MOUSE,,Spa17
A0A1D5RM60,A0A1D5RM60_MOUSE,,Babam1
B1AY79,B1AY79_MOUSE,,Galnt13
E9Q331,E9Q331_MOUSE,,Tef
E9Q9M9,E9Q9M9_MOUSE,546648;,Klhdc7b
A0A0B4J1H2,A0A0B4J1H2_MOUSE,,Trbv13-3
D6RHM0,D6RHM0_MOUSE,,Tcaim
A0A0A6YXD8,A0A0A6YXD8_MOUSE,,Kcnt2
A8Y5F6,A8Y5F6_MOUSE,14726;,Pdpn
A3KG84,A3KG84_MOUSE,,Mpdz
B7ZC22,B7ZC22_MOUSE,,Pkig
Q5SXA4,Q5SXA4_MOUSE,,Tom1l2
A0A0A6YXE4,A0A0A6YXE4_MOUSE,,Kcnmb2
D3YVC1,D3YVC1_MOUSE,,Rps2
F6S1B5,F6S1B5_MOUSE,,Adam5
M0QWK9,M0QWK9_MOUSE,,Eif2d
D3YXU2,D3YXU2_MOUSE,,Plgrkt
D3Z0A9,D3Z0A9_MOUSE,,Cfap46
D3Z2V1,D3Z2V1_MOUSE,,Dcaf11
D3YUQ0,D3YUQ0_MOUSE,,Adam22
D3Z1A3,D3Z1A3_MOUSE,,Slc26a9
H3BLH9,H3BLH9_MOUSE,,Fryl
B1AUM8,B1AUM8_MOUSE,,Gpr3
A0A087WNY4,A0A087WNY4_MOUSE,22779;,Ikzf2
A0A087WPV8,A0A087WPV8_MOUSE,,Cmtr2
A0A140LIE8,A0A140LIE8_MOUSE,,Clasrp
A0A140T8N8,A0A140T8N8_MOUSE,,Igkv9-123
A0A1W2P6U9,A0A1W2P6U9_MOUSE,,Pfn4
A0A1D5RLU0,A0A1D5RLU0_MOUSE,,Tcf25
A0A1L1SQQ1,A0A1L1SQQ1_MOUSE,,Spata19
A0A1Y7VJ77,A0A1Y7VJ77_MOUSE,,Pcnx
A0A1Y7VLQ0,A0A1Y7VLQ0_MOUSE,,Eif5
A0A1W2P782,A0A1W2P782_MOUSE,,Nt5c1b
A0A286YCZ2,A0A286YCZ2_MOUSE,,Rmdn2
A0A1Y7VK03,A0A1Y7VK03_MOUSE,,Trip13
A0A1Y7VN58,A0A1Y7VN58_MOUSE,,Pacs2
A0A286YCY2,A0A286YCY2_MOUSE,,Kif20b
A0A1W2P734,A0A1W2P734_MOUSE,,Rapgef6
A8Y5J7,A8Y5J7_MOUSE,,Iqcc
F6QFX0,F6QFX0_MOUSE,,Sec31b
A0A0A6YY12,A0A0A6YY12_MOUSE,,Lbr
A0A075B674,A0A075B674_MOUSE,,Ighv1-78
Z4YLV8,Z4YLV8_MOUSE,,Mapk7
A0A286YCV0,A0A286YCV0_MOUSE,50771;,Atp9b
S4R206,S4R206_MOUSE,,Sbp
A2AFG8,A2AFG8_MOUSE,16728;,L1cam
B1AW75,B1AW75_MOUSE,,Fancb
F6UUZ3,F6UUZ3_MOUSE,,Dgkk
A0A0A6YY07,A0A0A6YY07_MOUSE,,A130010J15Rik
A0A1B0GS07,A0A1B0GS07_MOUSE,,Tead2
F2Z414,F2Z414_MOUSE,,Fanci
E0CX45,E0CX45_MOUSE,,Pard3
E9PUZ3,E9PUZ3_MOUSE,,U2af1l4
Z4YLE9,Z4YLE9_MOUSE,,Kdm4d
E9Q949,E9Q949_MOUSE,,Ifrd1
B1AYU9,B1AYU9_MOUSE,,Cwc22
B1AT84,B1AT84_MOUSE,,Prpsap1
A0A0A6YXF4,A0A0A6YXF4_MOUSE,,Naa15
A0A1B0GRH8,A0A1B0GRH8_MOUSE,,Olfr53
E9PWY9,E9PWY9_MOUSE,,Farsa
G3UXT7,G3UXT7_MOUSE,,Fus
G3UZ20,G3UZ20_MOUSE,,Pax2
E0CY56,E0CY56_MOUSE,,Simc1
E9Q3D6,E9Q3D6_MOUSE,,Hsp90ab1
G3UZS9,G3UZS9_MOUSE,,Gigyf2
D3YV65,D3YV65_MOUSE,,Agpat3
D3Z110,D3Z110_MOUSE,,Sec22c
D3Z3P9,D3Z3P9_MOUSE,,Inpp5j
E0CYQ2,E0CYQ2_MOUSE,52653;,Nudcd2
A2A5K2,A2A5K2_MOUSE,,Pltp
F6VF29,F6VF29_MOUSE,,Bnip2
F6UDD7,F6UDD7_MOUSE,,Sema5b
F7BA57,F7BA57_MOUSE,,Cep44
J3QNY6,J3QNY6_MOUSE,,Abcb11
F6V9M5,F6V9M5_MOUSE,,Cep295
F7CC56,F7CC56_MOUSE,,Rb1cc1
Q5SWQ9,Q5SWQ9_MOUSE,,Pex12
A0A1B0GRE6,A0A1B0GRE6_MOUSE,,Dkkl1
E9QP09,E9QP09_MOUSE,,Cul9
A2AV42,A2AV42_MOUSE,,Olfr1145
A2BGK7,A2BGK7_MOUSE,,Kif24
B1AUH5,B1AUH5_MOUSE,,Cask
E9QM92,E9QM92_MOUSE,226243;,Habp2
A0A087WQZ2,A0A087WQZ2_MOUSE,,Msh3
D3Z0T3,D3Z0T3_MOUSE,,Tspan4
D3Z5K8,D3Z5K8_MOUSE,210274;,Shank2
D3Z339,D3Z339_MOUSE,,Zmat4
H3BK74,H3BK74_MOUSE,,Ttll5
J3QMB3,J3QMB3_MOUSE,68880;,Fam240b
A2AEP5,A2AEP5_MOUSE,,Abca5
G3UYB8,G3UYB8_MOUSE,,Prr3
G5E8I6,G5E8I6_MOUSE,65971;,Tbata
A0A0G2JEP8,A0A0G2JEP8_MOUSE,,Rhoc
A0A0N4SWA1,A0A0N4SWA1_MOUSE,,Magi1
E9Q453,E9Q453_MOUSE,22003;,Tpm1
G3UZG5,G3UZG5_MOUSE,,Klhdc4
E9QAG0,E9QAG0_MOUSE,,Rad51d
G3UX20,G3UX20_MOUSE,,H2-D1
F6RP62,F6RP62_MOUSE,,Lrwd1
A0A087WNL2,A0A087WNL2_MOUSE,,Kirrel3
D3YX11,D3YX11_MOUSE,,Gimap1
A0A0U1RQ13,A0A0U1RQ13_MOUSE,,Pop4
F6RMJ1,F6RMJ1_MOUSE,,Sun1
D3Z3Q4,D3Z3Q4_MOUSE,,Pafah2
D3YVN3,D3YVN3_MOUSE,,Egfem1
V9GXU1,V9GXU1_MOUSE,,Rhox3h
F8WGR0,F8WGR0_MOUSE,11518;,Add1
J3KMQ9,J3KMQ9_MOUSE,,Gm3642
A0A1C7CYU9,A0A1C7CYU9_MOUSE,319552;,Spx
A0A0G2JFM7,A0A0G2JFM7_MOUSE,,Mef2c
A0A1D5RMB3,A0A1D5RMB3_MOUSE,,Kif16b
A0A1L1SSE2,A0A1L1SSE2_MOUSE,,Cnot10
A0A0G2JGT2,A0A0G2JGT2_MOUSE,,Trip6
A0A0J9YVI8,A0A0J9YVI8_MOUSE,,Bud23
A0A0U1RQB6,A0A0U1RQB6_MOUSE,12914;,Crebbp
A0A140LHD7,A0A140LHD7_MOUSE,,Mrgprg
A0A140LHJ9,A0A140LHJ9_MOUSE,,Olfr193
A0A140LJ72,A0A140LJ72_MOUSE,,Muc16
A0A1D5RMA0,A0A1D5RMA0_MOUSE,,Adamtsl1
A0A1D5RM95,A0A1D5RM95_MOUSE,330230;,Zfp853
A0A0R4J298,A0A0R4J298_MOUSE,16865;,Eif2d
A0A1L1STH2,A0A1L1STH2_MOUSE,,Zfp809
A0A1W2P803,A0A1W2P803_MOUSE,,Tmem200a
A0A1D5RL98,A0A1D5RL98_MOUSE,16161;,Il12rb1
A0A1W2P6F5,A0A1W2P6F5_MOUSE,,Trpm2
A0A1Y7VMA5,A0A1Y7VMA5_MOUSE,,Slc6a18
A0A1Y7VNR5,A0A1Y7VNR5_MOUSE,,Ptprf
A0A1L1SR46,A0A1L1SR46_MOUSE,,Csk
A8Y5C2,A8Y5C2_MOUSE,,Gm12216
F6UTV7,F6UTV7_MOUSE,,Atxn2
F7AAG1,F7AAG1_MOUSE,,Pde11a
A0A0A6YXN6,A0A0A6YXN6_MOUSE,,Zc3h11a
F6Q1Z6,F6Q1Z6_MOUSE,,Mtf2
E0CXK0,E0CXK0_MOUSE,,Impdh1
E9PVS0,E9PVS0_MOUSE,,Ifrd1
A0A087WRQ1,A0A087WRQ1_MOUSE,,1700017N19Rik
A0A2I3BQ38,A0A2I3BQ38_MOUSE,,Wdhd1
D6REH4,D6REH4_MOUSE,,0610037L13Rik
F7C8U2,F7C8U2_MOUSE,,Dnajc1
Q5SUT0,Q5SUT0_MOUSE,14030;,Ewsr1
A0A087WQJ9,A0A087WQJ9_MOUSE,,1700015G11Rik
E9Q7Z0,E9Q7Z0_MOUSE,,Lep
B7ZBY6,B7ZBY6_MOUSE,,Ube2v1
F6WBA1,F6WBA1_MOUSE,,2210011C24Rik
F6Z115,F6Z115_MOUSE,,Dlg5
A0A0A6YWI0,A0A0A6YWI0_MOUSE,,Rev1
J3QN01,J3QN01_MOUSE,76002;,Ms4a18
A0A1B0GR50,A0A1B0GR50_MOUSE,,Snrnp70
E9Q5Z7,E9Q5Z7_MOUSE,,Frem1
Q5SQA2,Q5SQA2_MOUSE,21885;,Tle1
E9QLU2,E9QLU2_MOUSE,320640;,Skint4
D6RFR9,D6RFR9_MOUSE,,Alkbh6
E9PW70,E9PW70_MOUSE,,Nabp2
J3JS29,J3JS29_MOUSE,,Snap47
D3Z5F2,D3Z5F2_MOUSE,270802;,BC048403
H3BK73,H3BK73_MOUSE,,Tor2a
Z4YL78,Z4YL78_MOUSE,,Ckap5
Z4YLM0,Z4YLM0_MOUSE,,Ttll9
A2A9K7,A2A9K7_MOUSE,194231;,Cnksr1
F6ZF64,F6ZF64_MOUSE,,Gm17482
A2AEC9,A2AEC9_MOUSE,,Stxbp3
A2ARS6,A2ARS6_MOUSE,,Fam129b
F6XT14,F6XT14_MOUSE,,Nek10
F6YRQ2,F6YRQ2_MOUSE,,Dnajb6
H3BKQ2,H3BKQ2_MOUSE,,B230118H07Rik
E9PXB9,E9PXB9_MOUSE,,Timm22
A0A0R4J071,A0A0R4J071_MOUSE,331046;,Tgm4
A0A140LHI1,A0A140LHI1_MOUSE,,Med25
A0A0G2JFY1,A0A0G2JFY1_MOUSE,,Brap
A0A1L1SRY4,A0A1L1SRY4_MOUSE,,Raver1
A0A0J9YVG5,A0A0J9YVG5_MOUSE,,Tspan9
A0A1Y7VJE1,A0A1Y7VJE1_MOUSE,,Cdk20
A0A1Y7VMS3,A0A1Y7VMS3_MOUSE,,Pitrm1
A0A1Y7VJT5,A0A1Y7VJT5_MOUSE,,Fastkd3
A0A1W2P7C2,A0A1W2P7C2_MOUSE,,Prdm4
A0A1X7SB79,A0A1X7SB79_MOUSE,,Izumo4
A0A1L1SU89,A0A1L1SU89_MOUSE,,St14
A0A286YDL4,A0A286YDL4_MOUSE,,Actr8
A0A1W2P7C8,A0A1W2P7C8_MOUSE,68832;,Ldah
A0A286YDY8,A0A286YDY8_MOUSE,,Prss51
A0A2I3BQC3,A0A2I3BQC3_MOUSE,,Platr17
A0A2I3BQP4,A0A2I3BQP4_MOUSE,,Ermard
A0A075B5Z4,A0A075B5Z4_MOUSE,,Trav1
A0A1W2P7T2,A0A1W2P7T2_MOUSE,,Cdc34
B1AQE4,B1AQE4_MOUSE,,Cyth1
A2AIX1,A2AIX1_MOUSE,227648;,Sec16a
D6RFC2,D6RFC2_MOUSE,,Ptpa
D3Z794,D3Z794_MOUSE,,Sumo2
A2CEQ6,A2CEQ6_MOUSE,,Trnau1ap
A2A8M8,A2A8M8_MOUSE,195555;,Pramef6
A2ANU5,A2ANU5_MOUSE,104348;,Zfp120
F6YMU2,F6YMU2_MOUSE,,Emid1
F7D1I5,F7D1I5_MOUSE,,Gypc
A0A1B0GTA3,A0A1B0GTA3_MOUSE,,Zfp703
H7BX33,H7BX33_MOUSE,,4933434E20Rik
F6Q8U1,F6Q8U1_MOUSE,,Mbd5
A0A087WRB7,A0A087WRB7_MOUSE,,Plekha6
E9PV98,E9PV98_MOUSE,667823;,Trim5
B7ZCP6,B7ZCP6_MOUSE,,Cpne1
K7N6X3,K7N6X3_MOUSE,620537;,Vmn1r94
E9Q156,E9Q156_MOUSE,57773;,Wdr4
E9Q642,E9Q642_MOUSE,268970;,Arhgap28
G3UY51,G3UY51_MOUSE,,Agpat1
M0QWG6,M0QWG6_MOUSE,,Pde6d
V9GXH1,V9GXH1_MOUSE,,Rhox2g
D3Z225,D3Z225_MOUSE,,Tmbim1
D3YVU5,D3YVU5_MOUSE,,Cfap161
D3Z0G7,D3Z0G7_MOUSE,,Rgs12
A0A075B5I8,A0A075B5I8_MOUSE,,Trbv21
A0A0G2JE05,A0A0G2JE05_MOUSE,,Magi2
A0A0G2JGV4,A0A0G2JGV4_MOUSE,,Dbt
B0QZT2,B0QZT2_MOUSE,,Dhrs13
B2FDG6,B2FDG6_MOUSE,,Fcnb
F6SPW1,F6SPW1_MOUSE,,Myd88
A0A087WNQ1,A0A087WNQ1_MOUSE,,Ncapd2
A0A087WQF1,A0A087WQF1_MOUSE,76707;,Clasp1
D3YU87,D3YU87_MOUSE,106369;,Ypel1
D3Z1F2,D3Z1F2_MOUSE,,Cluap1
H3BKB1,H3BKB1_MOUSE,,Atp2c1
S4R1G8,S4R1G8_MOUSE,,Bdkrb1
A2ARY1,A2ARY1_MOUSE,404323;,Olfr1040
A2AHP7,A2AHP7_MOUSE,,Adgrg2
A0A0N4SWB2,A0A0N4SWB2_MOUSE,,Rhno1
B2KG46,B2KG46_MOUSE,12121;,Bicd1
A0A0G2JDT1,A0A0G2JDT1_MOUSE,,Ubap2l
A0A0G2JGY5,A0A0G2JGY5_MOUSE,,Trim33
A0A0A6YXS4,A0A0A6YXS4_MOUSE,,Impdh2
A2ALV9,A2ALV9_MOUSE,,AI314180
B1AXJ6,B1AXJ6_MOUSE,,Lrp8
F6X4L9,F6X4L9_MOUSE,,Coq5
F7BZ65,F7BZ65_MOUSE,,Mcf2l
Q5SVG5,Q5SVG5_MOUSE,,Ap1b1
F2Z482,F2Z482_MOUSE,,Polg2
F6ZL69,F6ZL69_MOUSE,,Nisch
B1B0F0,B1B0F0_MOUSE,,Zrsr2
F7AG78,F7AG78_MOUSE,,Gm10959
A0A0A6YWD1,A0A0A6YWD1_MOUSE,,Astn1
A0A1B0GSE3,A0A1B0GSE3_MOUSE,,Slc6a21
F2Z490,F2Z490_MOUSE,,Dgke
A2BDY3,A2BDY3_MOUSE,15221;,Foxd3
E9Q522,E9Q522_MOUSE,,Hrh3
E9Q5N4,E9Q5N4_MOUSE,21419;,Tfap2b
A0A2I3BQF8,A0A2I3BQF8_MOUSE,,Fzd6
A0A087WP45,A0A087WP45_MOUSE,,Msh3
D3Z5A2,D3Z5A2_MOUSE,,Slc4a3
E9QL08,E9QL08_MOUSE,57752;,Tacc2
E9QKT0,E9QKT0_MOUSE,17261;,Mef2d
A0A1B0GRZ7,A0A1B0GRZ7_MOUSE,,Sigirr
F6QJJ3,F6QJJ3_MOUSE,,Cspp1
A0A087WSG0,A0A087WSG0_MOUSE,,Map3k19
E9Q8G6,E9Q8G6_MOUSE,,Rabl2
E9PW16,E9PW16_MOUSE,,Grk2
E9Q5L4,E9Q5L4_MOUSE,320827;,C530008M17Rik
E9Q9D6,E9Q9D6_MOUSE,71750;,R3hdm2
H3BK63,H3BK63_MOUSE,,Pcgf1
B1AUY7,B1AUY7_MOUSE,,Naa10
F6WD11,F6WD11_MOUSE,,Gne
F6YX19,F6YX19_MOUSE,,Pigx
J3QM80,J3QM80_MOUSE,,Hnrnpf
F6WHC9,F6WHC9_MOUSE,,Ext2
A0A0A6YWM2,A0A0A6YWM2_MOUSE,,Chst10
A2AI87,A2AI87_MOUSE,,Phka1
D3YUT4,D3YUT4_MOUSE,,Pxylp1
D3YXE4,D3YXE4_MOUSE,,Ocm
D3Z1Y7,D3Z1Y7_MOUSE,,Zbtb38
B8JK32,B8JK32_MOUSE,,Hnrnpm
E9Q5P2,E9Q5P2_MOUSE,,Fam71f2
E9Q7K1,E9Q7K1_MOUSE,14923;,Guk1
D3YYR1,D3YYR1_MOUSE,,Mov10
D3YZC0,D3YZC0_MOUSE,,Pcca
V9GX61,V9GX61_MOUSE,,Inpp5j
A2AJ28,A2AJ28_MOUSE,,Clic3
A0A0U1RQ67,A0A0U1RQ67_MOUSE,,Tmem150a
E0CY14,E0CY14_MOUSE,,Tle3
A0A0G2JFJ9,A0A0G2JFJ9_MOUSE,,Fbxw21
A0A0G2JEP0,A0A0G2JEP0_MOUSE,14359;,Fxr1
A0A0G2JGS4,A0A0G2JGS4_MOUSE,108058;,Camk2d
A0A0G2JDN0,A0A0G2JDN0_MOUSE,,Ltf
A0A0J9YVA6,A0A0J9YVA6_MOUSE,,Sept11
D6RCH5,D6RCH5_MOUSE,,Tmem39b
D3YTN5,D3YTN5_MOUSE,,Trim2
D3YY55,D3YY55_MOUSE,,Sap18
D3Z2S6,D3Z2S6_MOUSE,,Ptprg
V9GX65,V9GX65_MOUSE,,Mrpl20
H3BK61,H3BK61_MOUSE,,Pcca
A0A087WRE5,A0A087WRE5_MOUSE,,Nudt16
A0A087WPZ9,A0A087WPZ9_MOUSE,,Dnajb2
D3YXX5,D3YXX5_MOUSE,,Ndufv1
D3Z0I4,D3Z0I4_MOUSE,,Sugp2
D3Z4M1,D3Z4M1_MOUSE,,Ccdc170
